default_setting_begin	type=mother_tree	hp_regen_bonus=2	mp_regen_bonus=1	default_setting_end
default_setting_begin	type=damage	damage_on_hp=200	damage_on_mp=0	default_setting_end
default_setting_begin	type=poison	skill_name=[s_area_a_speed_down]	default_setting_end
default_setting_begin	type=swamp	move_bonus=-50	default_setting_end


//Below	water	volume	(must	be	above	the	head	of	a	family)
//16_21
area_begin	name=[16_21_water1]	map_no={16;21}	type=water	water_range={Min:(-131071.984375	98303.992188	-4780.006836)	Max:(-98303.984375	131071.992188	-3780.006836)}	area_end
area_begin	name=[balakas_lava_37]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{215964;-115796;-1568;-1368};{216592;-115892;-1568;-1368};{216592;-115580;-1568;-1368};{216032;-115452;-1568;-1368}}		area_end
area_begin	name=[balakas_lava_38]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{216040;-117792;-1444;-1244};{216088;-117536;-1444;-1244};{215972;-117352;-1444;-1244};{215812;-117256;-1444;-1244};{215600;-117324;-1444;-1244};{215692;-117736;-1444;-1244}}		area_end
area_begin	name=[balakas_lava_39]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{214896;-117908;-1448;-1248};{215156;-118020;-1448;-1248};{215396;-117668;-1448;-1248};{215204;-117084;-1448;-1248};{214744;-117508;-1448;-1248}}		area_end
area_begin	name=[balakas_lava_40]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{214468;-118700;-1516;-1316};{214748;-118780;-1516;-1316};{214484;-117908;-1516;-1316};{214188;-118000;-1516;-1316}}		area_end
area_begin	name=[balakas_lava_41]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{213396;-118452;-1508;-1308};{213652;-118588;-1508;-1308};{213832;-118492;-1508;-1308};{213776;-118092;-1508;-1308};{213312;-118056;-1508;-1308}}		area_end
area_begin	name=[balakas_lava_42]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{212684;-118456;-1480;-1280};{213148;-118436;-1480;-1280};{213168;-118308;-1480;-1280};{213008;-118204;-1480;-1280};{212668;-118300;-1480;-1280}}		area_end
area_begin	name=[balakas_lava_43]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{212156;-118020;-1500;-1300};{212424;-118208;-1500;-1300};{213256;-118080;-1500;-1300};{211416;-117244;-1500;-1300};{211676;-118104;-1500;-1300};{211880;-118132;-1500;-1300}}		area_end
area_begin	name=[balakas_lava_44]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{210792;-117952;-1576;-1376};{211464;-117376;-1576;-1376};{210832;-116852;-1576;-1376};{210296;-117456;-1576;-1376}}		area_end
area_begin	name=[balakas_lava_45]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{209932;-116124;-1556;-1356};{210112;-116340;-1556;-1356};{210756;-116432;-1556;-1356};{210080;-115704;-1556;-1356}}		area_end
area_begin	name=[balakas_lava_46]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{209604;-115832;-1508;-1308};{209676;-115672;-1508;-1308};{209480;-115472;-1508;-1308};{209064;-115396;-1508;-1308};{209064;-116060;-1508;-1308}}		area_end
area_begin	name=[balakas_lava_47]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{209596;-114804;-1544;-1344};{209880;-114812;-1544;-1344};{209852;-114156;-1544;-1344};{209528;-114576;-1544;-1344}}		area_end
area_begin	name=[balakas_lava_48]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{209452;-113908;-1656;-1456};{209720;-114032;-1656;-1456};{209648;-113588;-1656;-1456};{209452;-113708;-1656;-1456}}		area_end
area_begin	name=[balakas_lava_49]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{211652;-111708;-1608;-1408};{212000;-111640;-1608;-1408};{211652;-110812;-1608;-1408};{211420;-110828;-1608;-1408}}		area_end


//li	su	Wrong	zone

//It	sleeps,	kheyn
area_begin	name=[zaken_no_restart]	map_no={21;24}	type=no_restart	restart_time=1800	restart_allowed_time=30min	range={{50797;213515;-4815;-315};{57617;213510;-4815;-315};{57669;221683;-4815;-315};{50773;221632;-4815;-315}}	area_end

//Hit	su
area_begin	name=[antaras_no_restart]	map_no={25;21}	type=no_restart	restart_time=1800	restart_allowed_time=30min	range={{173469;110431;-8380;-4880};{188081;110284;-8380;-4880};{188132;119249;-8380;-4880};{173386;119391;-8380;-4880}}	area_end

//At	all	the	bud
area_begin	name=[baium_no_restart]	map_no={23;18}	type=no_restart	restart_time=1800	restart_allowed_time=30min	range={{111022;16177;10061;11061};{114510;12623;10061;11061};{118142;15790;10061;11061};{114773;19589;10061;11061}}	area_end

//It	knows	but	khim	the	reel	li	su	li	su	being	not	right
area_begin	name=[anakimNlilith]	map_no={25;17}	type=no_restart	restart_time=1800	restart_allowed_time=30min	range={{183938;-13697;-5504;-5104};{186190;-13692;-5504;-5104};{186176;-8513;-5504;-5104};{183920;-8513;-5504;-5104}}	area_end

//25_14(Corridor	of	flame)
area_begin	name=[fire_no_restart1]	map_no={25;14}	type=no_restart	restart_time=1800	restart_allowed_time=30min	range={{183373;-117179;-3326;-1326};{184098;-116718;-3326;-1326};{184137;-115290;-3326;-1326};{183970;-115002;-3326;-1326};{183673;-114982;-3326;-1326};{182400;-115593;-3326;-1326};{182338;-116737;-3326;-1326}}	area_end
area_begin	name=[fire_no_restart2]	map_no={25;14}	type=no_restart	restart_time=1800	restart_allowed_time=30min	range={{183432;-117590;-2208;792};{196325;-119107;-2208;792};{196377;-103657;-2208;792};{187161;-103538;-2208;792}}	area_end

//Mysterious	li	su	wrong	zone	of	empire
area_begin	name=[royal_rush_no_restart1]	map_no={25;15}	type=no_restart	default_status=on	restart_time=0	range={{181198;-86516;-7263;-7063};{192394;-86521;-7263;-7063};{192391;-84626;-7263;-7063};{181193;-84622;-7263;-7063}}	area_end
area_begin	name=[royal_rush_no_restart2]	map_no={25;15}	type=no_restart	default_status=on	restart_time=0	range={{179511;-89903;-7263;-7063};{190707;-89908;-7263;-7063};{190704;-88013;-7263;-7063};{179506;-88009;-7263;-7063}}	area_end
area_begin	name=[royal_rush_no_restart3]	map_no={25;15}	type=no_restart	default_status=on	restart_time=0	range={{174498;-82751;-7263;-7063};{176622;-82751;-7263;-7063};{176616;-71304;-7263;-7063};{174489;-71303;-7263;-7063}}	area_end
area_begin	name=[royal_rush_no_restart4]	map_no={25;15}	type=no_restart	default_status=on	restart_time=0	range={{172183;-86660;-7263;-7063};{174307;-86661;-7263;-7063};{174301;-75214;-7263;-7063};{172174;-75213;-7263;-7063}}	area_end

//Clearance	of	dimension
area_begin	name=[space_of_dimension_no_restart1]	map_no={16;12}	type=no_restart	default_status=on	restart_time=0	range={{-120682;-182923;-6964;-6064};{-115515;-182923;-6964;-6064};{-115515;-180121;-6964;-6064};{-120682;-180121;-6964;-6064}}	area_end
area_begin	name=[space_of_dimension_no_restart2]	map_no={16;12}	type=no_restart	default_status=on	restart_time=0	range={{-120677;-180093;-6964;-6064};{-115510;-180093;-6964;-6064};{-115510;-177291;-6964;-6064};{-120677;-177291;-6964;-6064}}	area_end
area_begin	name=[space_of_dimension_no_restart3]	map_no={16;12}	type=no_restart	default_status=on	restart_time=0	range={{-114045;-182907;-6964;-6064};{-108878;-182907;-6964;-6064};{-108878;-180105;-6964;-6064};{-114045;-180105;-6964;-6064}}	area_end
area_begin	name=[space_of_dimension_no_restart4]	map_no={16;12}	type=no_restart	default_status=on	restart_time=0	range={{-114040;-180077;-6964;-6064};{-108873;-180077;-6964;-6064};{-108873;-177275;-6964;-6064};{-114040;-177275;-6964;-6064}}	area_end
area_begin	name=[space_of_dimension_no_restart5]	map_no={16;12}	type=no_restart	default_status=on	restart_time=0	range={{-116267;-177955;-6964;-6064};{-113344;-177955;-6964;-6064};{-113344;-172772;-6964;-6064};{-116267;-172773;-6964;-6064}}	area_end
area_begin	name=[space_of_dimension_no_restart6]	map_no={16;12}	type=no_restart	default_status=on	restart_time=0	range={{-116217;-187430;-6964;-6064};{-113293;-187430;-6964;-6064};{-113293;-182247;-6964;-6064};{-116217;-182247;-6964;-6064}}	area_end

//It	pastes,	the	car	su	li	su	the	wrong	zone
area_begin	name=[balakas_no_restart]	map_no={26;14}	type=no_restart	restart_time=1800	range={{196866;-130845;-2572;5428};{229289;-130860;-2572;5428};{229176;-98508;-2572;5428};{196880;-98498;-2572;5428}}	area_end


//SSQ	Maine	event
area_begin	name=[ssq_no_res_1720_01]	map_no={17;20}	type=no_restart	restart_time=0	range={{-79735;85612;-5200;-5000};{-78957;85605;-5200;-5000};{-78957;85690;-5200;-5000};{-79735;85700;-5200;-5000}}	area_end
area_begin	name=[ssq_no_res_1720_02]	map_no={17;20}	type=no_restart	restart_time=0	range={{-80952;85605;-5200;-5000};{-80139;85597;-5200;-5000};{-80139;85696;-5200;-5000};{-80952;85690;-5200;-5000}}	area_end
area_begin	name=[ssq_no_res_1720_03]	map_no={17;20}	type=no_restart	restart_time=0	range={{-80962;83695;-5192;-4992};{-78946;83691;-5192;-4992};{-78959;85626;-5192;-4992};{-80947;85625;-5192;-4992}}	area_end
area_begin	name=[ssq_no_res_1720_04]	map_no={17;20}	type=no_restart	restart_time=0	range={{-81199;87363;-5196;-4996};{-80386;87358;-5196;-4996};{-80386;87449;-5196;-4996};{-81203;87454;-5196;-4996}}	area_end
area_begin	name=[ssq_no_res_1720_05]	map_no={17;20}	type=no_restart	restart_time=0	range={{-79990;87361;-5196;-4996};{-79212;87360;-5196;-4996};{-79212;87460;-5196;-4996};{-79989;87446;-5196;-4996}}	area_end
area_begin	name=[ssq_no_res_1720_06]	map_no={17;20}	type=no_restart	restart_time=0	range={{-81205;87433;-5200;-5000};{-79212;87432;-5200;-5000};{-79208;89361;-5200;-5000};{-81207;89361;-5200;-5000}}	area_end
area_begin	name=[ssq_no_res_1720_07]	map_no={17;20}	type=no_restart	restart_time=0	range={{-78197;87968;-5200;-5000};{-77373;87961;-5200;-5000};{-77365;88060;-5200;-5000};{-78197;88060;-5200;-5000}}	area_end
area_begin	name=[ssq_no_res_1720_08]	map_no={17;20}	type=no_restart	restart_time=0	range={{-77025;87959;-5200;-5000};{-76209;87969;-5200;-5000};{-76202;88069;-5200;-5000};{-77026;88061;-5200;-5000}}	area_end
area_begin	name=[ssq_no_res_1720_09]	map_no={17;20}	type=no_restart	restart_time=0	range={{-78196;88060;-5196;-4996};{-76200;88068;-5196;-4996};{-76192;89970;-5196;-4996};{-78196;89970;-5196;-4996}}	area_end
area_begin	name=[ssq_no_res_1720_10]	map_no={17;20}	type=no_restart	restart_time=0	range={{-76797;86142;-5204;-5004};{-75947;86147;-5204;-5004};{-75945;86304;-5204;-5004};{-76794;86298;-5204;-5004}}	area_end
area_begin	name=[ssq_no_res_1720_11]	map_no={17;20}	type=no_restart	restart_time=0	range={{-77944;86148;-5196;-4996};{-77189;86148;-5196;-4996};{-77194;86291;-5196;-4996};{-77942;86295;-5196;-4996}}	area_end
area_begin	name=[ssq_no_res_1720_12]	map_no={17;20}	type=no_restart	restart_time=0	range={{-77949;84300;-5196;-4996};{-75940;84300;-5196;-4996};{-75943;86185;-5196;-4996};{-77939;86187;-5196;-4996}}	area_end
area_begin	name=[ssq_no_res_1720_13]	map_no={17;20}	type=no_restart	restart_time=0	range={{-75870;87311;-5200;-5000};{-75738;87309;-5200;-5000};{-75738;88130;-5200;-5000};{-75870;88125;-5200;-5000}}	area_end
area_begin	name=[ssq_no_res_1720_14]	map_no={17;20}	type=no_restart	restart_time=0	range={{-75865;86137;-5200;-5000};{-75747;86134;-5200;-5000};{-75740;86958;-5200;-5000};{-75865;86963;-5200;-5000}}	area_end
area_begin	name=[ssq_no_res_1720_15]	map_no={17;20}	type=no_restart	restart_time=0	range={{-75758;86126;-5200;-5000};{-73857;86139;-5200;-5000};{-73855;88140;-5200;-5000};{-75769;88133;-5200;-5000}}	area_end

area_begin	name=[ssq_no_res_1721_01]	map_no={17;21}	type=no_restart	restart_time=0	range={{-78713;110409;-4948;-4748};{-77923;110423;-4948;-4748};{-77923;110522;-4948;-4748};{-78708;110515;-4948;-4748}}	area_end
area_begin	name=[ssq_no_res_1721_02]	map_no={17;21}	type=no_restart	restart_time=0	range={{-79923;110427;-4940;-4740};{-79109;110432;-4940;-4740};{-79105;110524;-4940;-4740};{-79923;110528;-4940;-4740}}	area_end
area_begin	name=[ssq_no_res_1721_03]	map_no={17;21}	type=no_restart	restart_time=0	range={{-79931;108523;-4944;-4744};{-77928;108523;-4944;-4744};{-77932;110445;-4944;-4744};{-79925;110453;-4944;-4744}}	area_end
area_begin	name=[ssq_no_res_1721_04]	map_no={17;21}	type=no_restart	restart_time=0	range={{-75761;111051;-4940;-4740};{-74921;111033;-4940;-4740};{-74921;111142;-4940;-4740};{-75757;111151;-4940;-4740}}	area_end
area_begin	name=[ssq_no_res_1721_05]	map_no={17;21}	type=no_restart	restart_time=0	range={{-76920;111022;-4940;-4740};{-76089;111022;-4940;-4740};{-76085;111105;-4940;-4740};{-76920;111097;-4940;-4740}}	area_end
area_begin	name=[ssq_no_res_1721_06]	map_no={17;21}	type=no_restart	restart_time=0	range={{-76920;109134;-4932;-4732};{-74928;109134;-4932;-4732};{-74920;111099;-4932;-4732};{-76920;111087;-4932;-4732}}	area_end
area_begin	name=[ssq_no_res_1721_07]	map_no={17;21}	type=no_restart	restart_time=0	range={{-77176;112795;-4944;-4744};{-76350;112795;-4944;-4744};{-76344;112897;-4944;-4744};{-77176;112903;-4944;-4744}}	area_end
area_begin	name=[ssq_no_res_1721_08]	map_no={17;21}	type=no_restart	restart_time=0	range={{-76002;112810;-4940;-4740};{-75182;112806;-4940;-4740};{-75176;112904;-4940;-4740};{-76002;112898;-4940;-4740}}	area_end
area_begin	name=[ssq_no_res_1721_09]	map_no={17;21}	type=no_restart	restart_time=0	range={{-77174;112902;-4944;-4744};{-75172;112902;-4944;-4744};{-75167;114798;-4944;-4744};{-77173;114806;-4944;-4744}}	area_end
area_begin	name=[ssq_no_res_1721_10]	map_no={17;21}	type=no_restart	restart_time=0	range={{-80178;112233;-4940;-4740};{-79362;112250;-4940;-4740};{-79356;112294;-4940;-4740};{-80190;112301;-4940;-4740}}	area_end
area_begin	name=[ssq_no_res_1721_11]	map_no={17;21}	type=no_restart	restart_time=0	range={{-78861;112220;-4940;-4740};{-78196;112201;-4940;-4740};{-78178;112294;-4940;-4740};{-78994;112294;-4940;-4740}}	area_end
area_begin	name=[ssq_no_res_1721_12]	map_no={17;21}	type=no_restart	restart_time=0	range={{-80184;112276;-4940;-4740};{-78188;112262;-4940;-4740};{-78176;114188;-4940;-4740};{-80190;114196;-4940;-4740}}	area_end
area_begin	name=[ssq_no_res_1721_13]	map_no={17;21}	type=no_restart	restart_time=0	range={{-74840;112152;-4940;-4740};{-74704;112157;-4940;-4740};{-74707;112966;-4940;-4740};{-74840;112966;-4940;-4740}}	area_end
area_begin	name=[ssq_no_res_1721_14]	map_no={17;21}	type=no_restart	restart_time=0	range={{-74840;110962;-4948;-4748};{-74737;110962;-4948;-4748};{-74741;111793;-4948;-4748};{-74840;111796;-4948;-4748}}	area_end
area_begin	name=[ssq_no_res_1721_15]	map_no={17;21}	type=no_restart	restart_time=0	range={{-74737;110969;-4936;-4736};{-72838;110964;-4936;-4736};{-72830;112974;-4936;-4736};{-74740;112965;-4936;-4736}}	area_end


//SSQ	relation
//SSQ	Maine	event	magical	position
//17_20
area_begin	name=[ssq_main_event_17_20_01]	map_no={17;20}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=2	entering_message_no=1054	leaving_message_no=1055	range={{-79956;84556;-5168;-4968};{-79832;84620;-5168;-4968};{-79824;84772;-5168;-4968};{-79956;84844;-5168;-4968};{-80080;84772;-5168;-4968};{-80076;84620;-5168;-4968}}	area_end
area_begin	name=[ssq_main_event_17_20_04]	map_no={17;20}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=2	entering_message_no=1054	leaving_message_no=1055	range={{-76936;85164;-5164;-4964};{-76820;85232;-5164;-4964};{-76816;85380;-5164;-4964};{-76948;85444;-5164;-4964};{-77068;85376;-5164;-4964};{-77068;85236;-5164;-4964}}	area_end
area_begin	name=[ssq_main_event_17_20_05]	map_no={17;20}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=3	entering_message_no=1054	leaving_message_no=1055	range={{-74924;87012;-5164;-4964};{-74784;87008;-5164;-4964};{-74712;87132;-5164;-4964};{-74780;87256;-5164;-4964};{-74924;87260;-5164;-4964};{-75000;87140;-5164;-4964}}	area_end
area_begin	name=[ssq_main_event_17_20_03]	map_no={17;20}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=3	entering_message_no=1054	leaving_message_no=1055	range={{-77200;88820;-5176;-4976};{-77076;88896;-5176;-4976};{-77076;89040;-5176;-4976};{-77204;89108;-5176;-4976};{-77328;89044;-5176;-4976};{-77328;88892;-5176;-4976}}	area_end
area_begin	name=[ssq_main_event_17_20_02]	map_no={17;20}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=4	entering_message_no=1054	leaving_message_no=1055	range={{-80204;88220;-5172;-4972};{-80080;88288;-5172;-4972};{-80080;88428;-5172;-4972};{-80208;88504;-5172;-4972};{-80336;88428;-5172;-4972};{-80328;88292;-5172;-4972}}	area_end


//17_21
area_begin	name=[ssq_main_event_17_21_01]	map_no={17;21}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=2	entering_message_no=1054	leaving_message_no=1055	range={{-78796;109452;-4916;-4716};{-78804;109608;-4916;-4716};{-78924;109672;-4916;-4716};{-79056;109600;-4916;-4716};{-79056;109456;-4916;-4716};{-78932;109380;-4916;-4716}}	area_end
area_begin	name=[ssq_main_event_17_21_02]	map_no={17;21}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=2	entering_message_no=1054	leaving_message_no=1055	range={{-75920;109992;-4908;-4708};{-75792;110068;-4908;-4708};{-75792;110220;-4908;-4708};{-75912;110288;-4908;-4708};{-76048;110212;-4908;-4708};{-76044;110068;-4908;-4708}}	area_end
area_begin	name=[ssq_main_event_17_21_05]	map_no={17;21}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=3	entering_message_no=1054	leaving_message_no=1055	range={{-73900;111844;-4916;-4716};{-73752;111840;-4916;-4716};{-73688;111976;-4916;-4716};{-73760;112092;-4916;-4716};{-73904;112092;-4916;-4716};{-73976;111968;-4916;-4716}}	area_end
area_begin	name=[ssq_main_event_17_21_03]	map_no={17;21}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=3	entering_message_no=1054	leaving_message_no=1055	range={{-76172;113656;-4912;-4712};{-76052;113728;-4912;-4712};{-76048;113872;-4912;-4712};{-76172;113944;-4912;-4712};{-76308;113876;-4912;-4712};{-76304;113728;-4912;-4712}}	area_end
area_begin	name=[ssq_main_event_17_21_04]	map_no={17;21}	type=mother_tree	affect_race=all	hp_regen_bonus=0	mp_regen_bonus=4	entering_message_no=1054	leaving_message_no=1055	range={{-79184;113040;-4908;-4708};{-79060;113116;-4908;-4708};{-79052;113268;-4908;-4708};{-79184;113336;-4908;-4708};{-79304;113260;-4908;-4708};{-79304;113116;-4908;-4708}}	area_end


//Maine	event	SSQ	zone
area_begin	name=[ssq_main_pvp_1720_01]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-79735;85612;-5200;-5000};{-78957;85605;-5200;-5000};{-78957;85690;-5200;-5000};{-79735;85700;-5200;-5000}}	area_end
area_begin	name=[ssq_main_pvp_1720_02]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-80952;85605;-5200;-5000};{-80139;85597;-5200;-5000};{-80139;85696;-5200;-5000};{-80952;85690;-5200;-5000}}	area_end
area_begin	name=[ssq_main_pvp_1720_03]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-80962;83695;-5192;-4992};{-78946;83691;-5192;-4992};{-78959;85626;-5192;-4992};{-80947;85625;-5192;-4992}}	area_end
area_begin	name=[ssq_main_pvp_1720_04]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-81199;87363;-5196;-4996};{-80386;87358;-5196;-4996};{-80386;87449;-5196;-4996};{-81203;87454;-5196;-4996}}	area_end
area_begin	name=[ssq_main_pvp_1720_05]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-79990;87361;-5196;-4996};{-79212;87360;-5196;-4996};{-79212;87460;-5196;-4996};{-79989;87446;-5196;-4996}}	area_end
area_begin	name=[ssq_main_pvp_1720_06]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-81205;87433;-5200;-5000};{-79212;87432;-5200;-5000};{-79208;89361;-5200;-5000};{-81207;89361;-5200;-5000}}	area_end
area_begin	name=[ssq_main_pvp_1720_07]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-78197;87968;-5200;-5000};{-77373;87961;-5200;-5000};{-77365;88060;-5200;-5000};{-78197;88060;-5200;-5000}}	area_end
area_begin	name=[ssq_main_pvp_1720_08]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-77025;87959;-5200;-5000};{-76209;87969;-5200;-5000};{-76202;88069;-5200;-5000};{-77026;88061;-5200;-5000}}	area_end
area_begin	name=[ssq_main_pvp_1720_09]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-78196;88060;-5196;-4996};{-76200;88068;-5196;-4996};{-76192;89970;-5196;-4996};{-78196;89970;-5196;-4996}}	area_end
area_begin	name=[ssq_main_pvp_1720_10]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-76797;86142;-5204;-5004};{-75947;86147;-5204;-5004};{-75945;86304;-5204;-5004};{-76794;86298;-5204;-5004}}	area_end
area_begin	name=[ssq_main_pvp_1720_11]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-77944;86148;-5196;-4996};{-77189;86148;-5196;-4996};{-77194;86291;-5196;-4996};{-77942;86295;-5196;-4996}}	area_end
area_begin	name=[ssq_main_pvp_1720_12]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-77949;84300;-5196;-4996};{-75940;84300;-5196;-4996};{-75943;86185;-5196;-4996};{-77939;86187;-5196;-4996}}	area_end
area_begin	name=[ssq_main_pvp_1720_13]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-75870;87311;-5200;-5000};{-75738;87309;-5200;-5000};{-75738;88130;-5200;-5000};{-75870;88125;-5200;-5000}}	area_end
area_begin	name=[ssq_main_pvp_1720_14]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-75865;86137;-5200;-5000};{-75747;86134;-5200;-5000};{-75740;86958;-5200;-5000};{-75865;86963;-5200;-5000}}	area_end
area_begin	name=[ssq_main_pvp_1720_15]	map_no={17;20}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-75758;86126;-5200;-5000};{-73857;86139;-5200;-5000};{-73855;88140;-5200;-5000};{-75769;88133;-5200;-5000}}	area_end


area_begin	name=[ssq_main_pvp_1721_01]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-78713;110409;-4948;-4748};{-77923;110423;-4948;-4748};{-77923;110522;-4948;-4748};{-78708;110515;-4948;-4748}}	area_end
area_begin	name=[ssq_main_pvp_1721_02]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-79923;110427;-4940;-4740};{-79109;110432;-4940;-4740};{-79105;110524;-4940;-4740};{-79923;110528;-4940;-4740}}	area_end
area_begin	name=[ssq_main_pvp_1721_03]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-79931;108523;-4944;-4744};{-77928;108523;-4944;-4744};{-77932;110445;-4944;-4744};{-79925;110453;-4944;-4744}}	area_end
area_begin	name=[ssq_main_pvp_1721_04]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-75761;111051;-4940;-4740};{-74921;111033;-4940;-4740};{-74921;111142;-4940;-4740};{-75757;111151;-4940;-4740}}	area_end
area_begin	name=[ssq_main_pvp_1721_05]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-76920;111022;-4940;-4740};{-76089;111022;-4940;-4740};{-76085;111105;-4940;-4740};{-76920;111097;-4940;-4740}}	area_end
area_begin	name=[ssq_main_pvp_1721_06]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-76920;109134;-4932;-4732};{-74928;109134;-4932;-4732};{-74920;111099;-4932;-4732};{-76920;111087;-4932;-4732}}	area_end
area_begin	name=[ssq_main_pvp_1721_07]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-77176;112795;-4944;-4744};{-76350;112795;-4944;-4744};{-76344;112897;-4944;-4744};{-77176;112903;-4944;-4744}}	area_end
area_begin	name=[ssq_main_pvp_1721_08]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-76002;112810;-4940;-4740};{-75182;112806;-4940;-4740};{-75176;112904;-4940;-4740};{-76002;112898;-4940;-4740}}	area_end
area_begin	name=[ssq_main_pvp_1721_09]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-77174;112902;-4944;-4744};{-75172;112902;-4944;-4744};{-75167;114798;-4944;-4744};{-77173;114806;-4944;-4744}}	area_end
area_begin	name=[ssq_main_pvp_1721_10]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-80178;112233;-4940;-4740};{-79362;112250;-4940;-4740};{-79356;112294;-4940;-4740};{-80190;112301;-4940;-4740}}	area_end
area_begin	name=[ssq_main_pvp_1721_11]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-78861;112220;-4940;-4740};{-78196;112201;-4940;-4740};{-78178;112294;-4940;-4740};{-78994;112294;-4940;-4740}}	area_end
area_begin	name=[ssq_main_pvp_1721_12]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-80184;112276;-4940;-4740};{-78188;112262;-4940;-4740};{-78176;114188;-4940;-4740};{-80190;114196;-4940;-4740}}	area_end
area_begin	name=[ssq_main_pvp_1721_13]	map_no={17;21}	type=ssq_zone	exp_penalty_per=25	item_drop=off	range={{-74840;112152;-4940;-4740};{-74704;112157;-4940;-4740};{-74707;112966;-4940;-4740};{-74840;112966;-4940;-4740}}	area_end
